Name,Lat,Long
Piskivka,50.6960614,29.5987334
Playas,-2.6284683,-80.3895886
Puerto Mayor Otaño,-26.3018088,-54.7192376
Baraçais,39.2923338,-9.1684401
Yuncheng,35.026516,111.00746
Qingtong,38.383059,114.353175
Ketapang,-1.5697615,110.5215459
Gwangtan,34.9406968,127.6958882
Lufang,22.919228,115.652151
H̱olon,32.015833,34.787384
Dajanrurung,-8.2015,114.8899
Yaodu,36.07884,111.579554
Simpang,-1.259553,104.100502
Tirmiz,37.2610694,67.3086236
Ikata-chō,33.4749653,132.3056769
Oceanside,33.192168,-117.3028803
Kol’chugino,56.3229585,39.3205815
Quanshang,30.471857,104.983818
Kaparéllion,38.2367406,23.2164145
Onueke,6.1323473,8.0219738
Blois,47.594843,1.3155028
Biggar,52.0668,-108.00135
Lunéville,48.6511908,6.481599
Pancol,10.9005556,119.4011078
Avellaneda,-37.9973752,-57.5825246
Boquira,-12.7959196,-42.7857583
Rukaj,41.376241,19.7881955
Satka,55.0467482,59.0082549
Garbów,51.370484,22.3461706
Columbus,32.46,-84.99
Muyuka,4.2904513,9.4144962
Qohord-e Bālā,35.4399,48.0736
Bubanza,-3.1572403,29.3714909
Sulang Tengah,-6.8065,111.3806
Waihi Beach,-37.3965056,175.9364317
Songea,-10.6462694,35.6423527
Maputsoe,-28.8953831,27.9073244
Sadabe,-18.617781,47.709942
Augusta,33.4243373,-82.1387233
Kampungraja,-9.6593944,120.2761574
Xinhe,37.520481,115.251124
Huaping,26.629211,101.266195
Al Jubayhah,32.0188765,35.881947
Kahama,-3.837556,32.593828
Ōmuta,32.9808142,130.5050825
Montpellier,43.6167208,3.8299106
Ngondokandawu,-9.6602,119.0763
Koszarawa,49.6574026,19.4151148
Zhongying,39.953041,116.371207
Jinping,23.365556,116.70345
Qingzhou,36.684789,118.479654
Cam Lộ,16.783695,106.9830865
Lexington,37.9098504,-84.4172666
Sovetsk,57.5780197,48.9602971
Mengenkrajan,-8.0395,113.8512
Barra do Bugres,-15.0705872,-57.1882847
Rozkishne,48.4902808,39.2712224
Ust’-Katav,54.9333333,58.1666667
Yajiwa,11.3861374,12.7199759
Dorūd,33.4955028,49.0631743
Garbów,51.370484,22.3461706
Kaca,-4.1471884,119.9191194
Kashin,57.3529283,37.5917237
Germiston,-26.2922169,28.205089
Sifangxi,29.654069,110.176918
Kampene,-3.5943944,26.6700737
Heshui,35.819227,108.019549
Vista Hermosa,23.7322067,-99.1829833
Farīmān,35.7017899,59.8468432
Stanley,-51.6977129,-57.8516627
Calaba,17.622182,120.6190252
Changshan,28.901462,118.511235
Chai Badan,15.1042521,101.0768333
Jiekeng,28.441557,120.41341
Columbia,34.0067522,-81.0330246
Gandekan,-7.5718057,110.8381555
Motala,58.7243769,15.0017895
Sibinal,15.1543718,-92.047026
Santo André,-23.6742228,-46.5436003
Kalwaria Zebrzydowska,49.86686,19.67676
Xin’an,34.728584,112.132488
Leubatang,-8.3124202,123.7238308
Saribudolok,2.9370409,98.611191
Rangah,-0.223997,111.391098
Benoy,8.9909734,16.3169479
Telaga,-6.981636,108.308502
Lindavista,19.5037694,-99.1324282
Guiwu,32.86593,118.516053
Kanye,-24.988061,25.3430203
Scranton,41.3879567,-75.6499025
Vinkkilä,60.68333,21.71667
Putrajaya,2.9374756,101.7048008
Bruxelles,50.8235717,4.3766927
Anaco,9.4292297,-64.4674203
Ketawang,-7.4104934,110.3279026
Diourbel,14.6561238,-16.2345633
Azenhas do Mar,38.8393743,-9.4606374
Karema,-6.81357,30.4326
Coris,-9.824074,-77.726913
Weiqi,34.57976,119.181695
Zwolle,52.5470847,6.0237938
Randuagung,-8.0796655,113.3049491
Žabljak,43.1555152,19.1226018
Baing,-10.22485,120.548897
Kashiwazaki,37.7816743,140.9664638
Piraquara,-25.4426635,-49.0628847
Taohuajiang,28.520684,112.140063
Kavār,29.2132568,52.6867529
Novopokrovka,48.0589455,34.6153907
El Alamo,20.9064323,-97.6738023
Daying,30.594336,105.236903
Dingdian,35.069045,-80.678518
Minneapolis,44.9951298,-93.4352207
Sabandia,-16.4544375,-71.4655565
Jiangbu,33.1401715,119.7889248
Łętownia,50.3272928,22.2414879
Consolación del Sur,22.5088124,-83.5136841
Drahovo,48.23821,23.5457018
Karadaglije,44.5706127,18.0176034
Waiholo,-9.5179699,119.0983524
Paiçandu,-23.4554707,-52.0423373
Cisownica,49.72276,18.76207
Atambua,-9.101629,124.9120662
Pasirtundun,-7.4286111,108.0519444
Shibli,32.694081,35.396231
Lapuan,6.14444,125.70083
Muramatsu,34.6322209,137.1581462
Fare,-16.7111944,-151.0340359
Norrköping,58.8965066,15.4323507
Sipirok,1.616009,99.2342196
Tabalosos,-6.3886231,-76.632607
Nashtā Rūd,36.7498896,51.014934
Garagoa,5.082453,-73.365046
Dingbu,31.284181,119.160586
Quvasoy,40.3053813,71.957917
Qiaogu,25.505194,108.484536
Calubcub Dos,13.7501,121.41492
Kozmice,49.9164727,18.1627822
Patimuan,-7.5904342,108.7630664
Tasböget,44.7735327,65.5544515
Ciela Lebak,-7.2505074,107.7928499
Káto Miliá,40.2549207,22.3420757
Qalaikhumb,38.4613914,70.7896966
Viçosa,-5.98978,-37.9466737
Nago,35.5205328,135.7708561
Buaran,-6.9325697,109.6579791
Novopokrovka,55.6188565,74.0452068
Loikaw,19.6740066,97.2113605
Bafoulabé,13.8092603,-10.8345647
Montpellier,47.3752386,-0.8453268
Tarko-Sale,64.9142998,77.7663297
Shima,21.0033744,-89.6409417
Sukahening,-7.2026914,108.1013637
Ejidal,23.9891132,-104.6751805
Bandungan Timur,-7.2120194,110.366628
Cruz de los Milagros,-27.5093879,-58.8062726
Kičevo,41.0417485,21.2277415
Az Zabadānī,33.7257889,36.104236
Gvozd,45.3532302,15.8650719
Beaumont,53.3524256,-113.4153735
Szelków,52.8208769,21.2097479
Jedlnia-Letnisko,51.4270935,21.3306176
Puerto Boyacá,5.8320421,-74.5833539
Anhua Daying,24.414825,102.665768
Duozhu,23.027797,114.950182
General Vedia,-34.5446946,-58.486757
Smilavichy,53.7532734,28.0135008
Drayton Valley,53.2214074,-114.9766785
Dayuan,23.2654395,113.3547602
Uyo,5.0377396,7.9127945
Huanuni,-18.2852179,-66.8409544
Yuncheng,35.026516,111.00746
Ambositra,-20.5362627,47.2459749
Sestroretsk,60.1014533,29.9573604
Pampachiri,-14.19396,-73.54213
Staraya Derevnya,60.0024341,30.2410163
Duwe,3.60783,98.8076849
Moret-sur-Loing,48.319875,2.683461
Centralniy,51.2235476,37.8775538
Novohrad-Volyns’kyy,50.5860203,27.6363775
Gualaceo,-2.886385,-78.7759559
Waterloo,8.3266095,-13.0645021
Mustvee,58.8484094,26.9399664
Stěžery,50.2044695,15.7510575
Le Mans,47.9956173,0.1924459
Kishorganj,24.2442046,90.8163059
Jiangtou,24.4938524,118.1335764
Mqabba,35.84763,14.46824
Saint-Avold,49.1112563,6.7220343
Wan Yai,16.7137921,104.7345937
La Garde,48.0482483,-1.6329288
Sebuku,-3.45,116.39
Ínfias,41.3980906,-8.3089526
Masma,-11.7843129,-75.4242758
Bulembu,-25.9480519,31.1338071
Mengxi,23.396201,103.364905
Molchanovo,57.586388,83.771275
Jaboatão dos Guararapes,-8.1693806,-34.9370588
Mê Linh,21.1753431,105.7308045
Affery,6.3182464,-3.9549641
Jiangcun,22.579117,113.081508
Akebielidou,46.21659,83.43329
Beidong,35.615079,111.547182
Magomeni,-6.8107874,39.2596277
Hongjiang,27.208609,109.836669
Witkowo,52.43843,17.77321
Secunda,-26.5157792,29.1913918
Kunwi,36.23472,128.57278
Osh,40.5139985,72.8160976
Biris Daja,-7.15376,113.51969
Baní,18.2540705,-70.3600393
Zvezdara,44.7767137,20.5324028
San Miguel,19.3579802,-99.0806088
Blimbing,-7.9553448,112.649662
Pimian,22.330081,111.851416
Quchi,29.183761,96.85942
Taverny,49.0344853,2.2178783
Rukem,-6.8013457,111.4126837
Quba,41.3643024,48.5260928
Barrī ash Sharqī,35.008579,37.22551
Ituiutaba,-18.9745738,-49.4600885
Wenxing,27.335916,113.500997
Putrajaya,2.9329721,101.6259842
Kiloloran,14.63571,121.60617
Charlton,51.59119,-1.407848
Thị Trấn Nguyên Bình,22.6594661,105.9641124
Mamu,34.0370771,116.1719462
Montijo,38.7099688,-8.9903196
Quế Sơn,15.6848385,108.1665855
Nanxinxiang,28.797983,116.070639
Maloye Verevo,59.615642,30.1696437
Duas Igrejas,41.4745288,-6.3647312
Beloyarskiy,56.7481754,61.3755425
Tumba,59.1991816,17.8353702
Pasanggrahan,-6.9100633,107.7147697
Dawuhanmangli,-8.0546105,113.8436013
Kukur,40.8673649,20.3621596
Gosë e Madhe,41.0955895,19.6133429
Cartago,9.9093596,-83.9959762
